0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	0,	1,	1,	3,      #chi_{c1} (4140)
0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	0,	1,	-1,	4,      #psi (4160)
0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	0,	1,	1,	4,      #chi_{c1} (4274)
0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	0,	1,	-1,	5,      #psi (4230)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	-1,	0,      #eta_b (1S)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	-1,	0,      #upsilon (1S)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	1,	0,      #chi_{b0} (1P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	1,	0,      #chi_{b1} (1P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	1,	1,      #h_b (1P) 
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	2,	1,	0,      #chi_{b2} (1P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	-1,	1,      #upsilon (2S)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	2,	-1,	0,      #upsilon_2 (1D)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	1,	1,      #chi_{b0} (2P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	1,	2,      #chi_{b1} (2P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	2,	1,	1,      #chi_{b2} (2P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	-1,	2,      #upsilon (3S)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	1,	3,      #chi_{b1} (3P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	2,	1,	2,       #chi_{b2} (3P)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	-1,	3,      #upsilon (4S)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	-1,	4,      #upsilon (10860)
0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	-1,	5,      #upsilon (11020)
    
